0	12	ntchba133035.chba.nt.ngn.ppp.infoweb.ne.jp	125.3.197.35		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
14	14	119.63.196.92	119.63.196.92		Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
14	23	69.58.178.58	69.58.178.58		Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.1.3; ips-agent) Gecko/20090824 Fedora/1.0.7-1.1.fc4  Firefox/3.5.3
14	29	kd113146073177.ppp-bb.dion.ne.jp	113.146.73.177		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; YTB730)
14	44	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
14	50	p1153-ipbf807funabasi.chiba.ocn.ne.jp	122.26.12.153	http://www.asa-kashiwa.net/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322)
15	5	kd125052074212.ppp-bb.dion.ne.jp	125.52.74.212	http://search.yahoo.co.jp/search?p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&fr=snmyvaio&ei=utf-8	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
15	9	p34134-ipngn101funabasi.chiba.ocn.ne.jp	180.13.247.134	http://search.yahoo.co.jp/search?p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&aq=-1&oq=&ei=UTF-8&fr=top_ga1_sa&x=wrt	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
15	10	wtp-g4-maya9.sjdc	150.70.75.163		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
15	23	pl085.nas936.p-chiba.nttpc.ne.jp	210.136.88.85	http://www.google.co.jp/url?sa=t&rct=j&q=%e3%83%aa%e3%82%b5%e3%82%a4%e3%82%af%e3%83%abyuzuri&source=web&cd=1&ved=0CCgQFjAA&url=http%3A%2F%2Fwww.asa-kashiwa.net%2Fl-miso%2Findex.php&ei=YxR1UJ2GMujqmAWN3oDYAg&usg=AFQjCNFD6Z-WR9c-fs04o1uavBGO4frKKg	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; AskTbGLSV5/5.15.4.23821)
15	33	60-62-105-239.rev.home.ne.jp	60.62.105.239		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
17	4	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
17	16	pl085.nas936.p-chiba.nttpc.ne.jp	210.136.88.85	http://www.google.co.jp/url?sa=t&rct=j&q=%E6%9F%8F%20%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&source=web&cd=1&ved=0CCMQFjAA&url=http%3A%2F%2Fwww.asa-kashiwa.net%2Fl-miso%2Findex.php&ei=xi51ULCnHeWJmQWM4IHoDg&usg=AFQjCNFD6Z-WR9c-fs04o1uavBGO4frKKg	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
17	16	pl085.nas936.p-chiba.nttpc.ne.jp	210.136.88.85	http://www.google.co.jp/url?sa=t&rct=j&q=%E6%9F%8F%20%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&source=web&cd=1&ved=0CCMQFjAA&url=http%3A%2F%2Fwww.asa-kashiwa.net%2Fl-miso%2Findex.php&ei=xi51ULCnHeWJmQWM4IHoDg&usg=AFQjCNFD6Z-WR9c-fs04o1uavBGO4frKKg	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
17	33	60-62-105-156.rev.home.ne.jp	60.62.105.156	http://www.asa-kashiwa.net/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.4; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; .NET4.0C)
18	12	pl085.nas936.p-chiba.nttpc.ne.jp	210.136.88.85	http://www.asa-kashiwa.net/	Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1
19	19	i121-116-210-194.s04.a012.ap.plala.or.jp	121.116.210.194	http://www.google.co.jp/url?sa=t&rct=j&q=%E6%9C%9D%E6%97%A5%E6%96%B0%E8%81%9E%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF&source=web&cd=1&ved=0CCUQFjAA&url=http%3A%2F%2Fwww.asa-kashiwa.net%2Fl-miso%2Findex.php&ei=qUt1UOXHNO2cmQXn3IGwCw&usg=AFQjCNFD6Z-WR9c-fs04o1uavBGO4frKKg	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
21	30	s1117027.xgsspn.imtp.tachikawa.spmode.ne.jp	1.79.17.27	http://www.google.co.jp/search?hl=ja&client=ms-android-fujitsu&source=android-launcher-widget&v=133247963&q=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89+%E6%9F%8F&oq=%E3%82%86%E3%81%9A&gs_l=mobile-gws-serp.1.0.41j0l4.32840.41945.0.44094.7.7.0.0.0.0.568.2082.4-1j3.4.0...0.0...1ac.1.RWncion_1tk	Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-03D Build/V23R31Ac) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
22	26	EM111-191-148-228.pool.e-mobile.ne.jp	111.191.148.228	http://search.yahoo.co.jp/search?fr=slv1-gyao2&p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&ei=UTF-8	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.2; BTRS124989; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; YTB730)
22	34	EM111-191-148-228.pool.e-mobile.ne.jp	111.191.148.228		Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.2; BTRS124989; .NET CLR 1.0.3705; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; YTB730)
22	50	softbank126006034204.bbtec.net	126.6.34.204	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89++%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB&x=wrt&aq=-1&oq=&lq=&clone=&ei=UTF-8&fr=applep2&shq=98	Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A405 Safari/8536.25
22	51	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A405 Safari/8536.25
23	0	fl1-119-243-226-187.chb.mesh.ad.jp	119.243.226.187	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF+%E6%9F%8F&ei=UTF-8&fr=top_ga1_sa&x=wrt	Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A403 Safari/8536.25
23	18	203-165-180-98.rev.home.ne.jp	203.165.180.98	http://search.yahoo.co.jp/search?fr=slv1-tospcc1&p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&ei=UTF-8	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; YTB730)
23	36	119.63.196.122	119.63.196.122		Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
23	36	119.63.196.125	119.63.196.125		Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
23	48	s1100213.xgsspn.imtp.tachikawa.spmode.ne.jp	1.78.0.213	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-fujitsu&source=android-launcher-widget&v=133247963&qsubts=1349880500013&q=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89+%E6%9F%8F&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-03D Build/V23R31Ac) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
23	49	s1100213.xgsspn.imtp.tachikawa.spmode.ne.jp	1.78.0.213	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-fujitsu&source=android-launcher-widget&v=133247963&qsubts=1349880500013&q=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89+%E6%9F%8F&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-03D Build/V23R31Ac) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
