0	6	msnbot-65-55-213-67.search.msn.com	65.55.213.67		msnbot/2.0b (+http://search.msn.com/msnbot.htm)
10	8	s823138.xgsspn.imtp.tachikawa.spmode.ne.jp	1.79.23.138	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-pmc&source=android-search-app&v=133247963&qsubts=1352509705695&action=devloc&q=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.3; ja-jp; P-07C Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
10	21	61-23-191-4.rev.home.ne.jp	61.23.191.4	http://www.bing.com/search?q=%E6%9F%8F%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&qs=n&form=QBRE&pq=%E6%9F%8F+%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&sc=0-4&sp=-1&sk=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
10	22	s1114091.xgsspn.imtp.tachikawa.spmode.ne.jp	1.75.14.91	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-fujitsu&source=android-launcher-widget&v=133247963&qsubts=1352510513698&q=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89+%E6%9F%8F&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-03D Build/V23R31Ac) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
10	24	wtp-g4-maya9.sjdc	150.70.75.163		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
10	48	s823138.xgsspn.imtp.tachikawa.spmode.ne.jp	1.79.23.138	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-pmc&source=android-search-app&v=133247963&qsubts=1352512102585&action=devloc&q=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.3; ja-jp; P-07C Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
11	7	ai126248024014.9.tss.access-internet.ne.jp	126.248.24.14	http://search.yahoo.co.jp/search?p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
11	9	kd106177174067.ppp-bb.dion.ne.jp	106.177.174.67	http://www.google.co.jp/url?sa=t&rct=j&q=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%20%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&source=web&cd=1&ved=0CCQQFjAA&url=http%3A%2F%2Fwww.asa-kashiwa.net%2Fl-miso%2Findex.php&ei=WLedUO-MBoPJmQXe3YGQBQ&usg=AFQjCNFD6Z-WR9c-fs04o1uavBGO4frKKg	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
11	13	ai126248024014.9.tss.access-internet.ne.jp	126.248.24.14		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
11	18	s1114091.xgsspn.imtp.tachikawa.spmode.ne.jp	1.75.14.91	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-fujitsu&source=android-launcher-widget&v=133247963&qsubts=1352513889923&q=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89+%E6%9F%8F&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-03D Build/V23R31Ac) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
11	19	s1114091.xgsspn.imtp.tachikawa.spmode.ne.jp	1.75.14.91	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-fujitsu&source=android-launcher-widget&v=133247963&qsubts=1352513889923&q=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89+%E6%9F%8F&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-03D Build/V23R31Ac) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
11	50	pl561.nas93a.p-chiba.nttpc.ne.jp	111.89.247.49	http://www.google.co.jp/url?sa=t&rct=j&q=%e3%83%aa%e3%82%b5%e3%82%a4%e3%82%af%e3%83%ab%e3%82%86%e3%81%9a%e3%82%8a%e8%91%89&source=web&cd=1&ved=0CCQQFjAA&url=http%3A%2F%2Fwww.asa-kashiwa.net%2Fl-miso%2Findex.php&ei=5MCdUKODEpHUmAWln4AQ&usg=AFQjCNFD6Z-WR9c-fs04o1uavBGO4frKKg	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; AskTbGLSV5/5.15.4.23821)
12	24	s1114091.xgsspn.imtp.tachikawa.spmode.ne.jp	1.75.14.91	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-fujitsu&source=android-launcher-widget&v=133247963&qsubts=1352517853824&q=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89+%E6%9F%8F&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-03D Build/V23R31Ac) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
12	26	p85c6bb.chibnt01.ap.so-net.ne.jp	223.133.198.187	http://search.yahoo.co.jp/search?p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&aq=-1&oq=&ei=UTF-8&fr=top_ga1_sa&x=wrt	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
12	56	s1114091.xgsspn.imtp.tachikawa.spmode.ne.jp	1.75.14.91	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-fujitsu&source=android-launcher-widget&v=133247963&qsubts=1352519785710&q=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89+%E6%9F%8F&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-03D Build/V23R31Ac) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
14	3	61-23-163-19.rev.home.ne.jp	61.23.163.19	http://www.asa-kashiwa.net/l-miso/q_a.html	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
14	3	i114-181-77-229.s05.a012.ap.plala.or.jp	114.181.77.229	http://www.google.co.jp/url?sa=t&rct=j&q=&esrc=s&frm=1&source=web&cd=1&sqi=2&ved=0CCEQFjAA&url=http%3A%2F%2Fwww.asa-kashiwa.net%2Fl-miso%2Findex.php&ei=OeCdUJeGBIrUmAXnhoD4Cw&usg=AFQjCNFD6Z-WR9c-fs04o1uavBGO4frKKg&sig2=SpO4KDN8TzuO344N6TTSYQ	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
14	12	s1114091.xgsspn.imtp.tachikawa.spmode.ne.jp	1.75.14.91	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-fujitsu&source=android-launcher-widget&v=133247963&qsubts=1352524340057&q=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89+%E6%9F%8F&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-03D Build/V23R31Ac) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
14	28	119.63.196.125	119.63.196.125		Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
15	19	60-62-101-234.rev.home.ne.jp	60.62.101.234		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
17	33	i121-116-210-194.s04.a012.ap.plala.or.jp	121.116.210.194	http://search.yahoo.co.jp/search?p=%C4%AB%C6%FC%BF%B7%CA%B9%A4%E6%A4%BA%A4%EA%A4%CF&ei=EUC-JP&fr=ush-jp_full	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
17	37	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (iPhone; CPU iPhone OS 6_0_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A525 Safari/8536.25
17	41	6.net042124078.t-com.ne.jp	42.124.78.6	http://www.google.co.jp/url?sa=t&source=web&cd=1&ved=0CA0QFjAA&url=http%3A%2F%2Fwww.asa-kashiwa.net%2Fl-miso%2Findex.php&ei=PhOeUOSoIc7NmgW6q4GoDQ&usg=AFQjCNFD6Z-WR9c-fs04o1uavBGO4frKKg&rct=j	Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10A403
17	43	s823141.xgsspn.imtp.tachikawa.spmode.ne.jp	1.79.23.141	http://www.google.co.jp/search?hl=ja&client=ms-android-fujitsu&source=android-search-app&v=133247963&q=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&revid=690240758&sa=X&ei=kxOeUMeuEOPzmAXzoYC4Dw&ved=0CGAQ1QIoBw&biw=320&bih=508	Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-03D Build/F0001) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
17	49	s1114091.xgsspn.imtp.tachikawa.spmode.ne.jp	1.75.14.91	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-fujitsu&source=android-launcher-widget&v=133247963&qsubts=1352537347289&q=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89+%E6%9F%8F&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-03D Build/V23R31Ac) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
17	51	s823141.xgsspn.imtp.tachikawa.spmode.ne.jp	1.79.23.141		Mozilla/5.0 (Linux; U; Android 2.3.5; ja-jp; F-03D Build/F0001) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
18	37	s823138.xgsspn.imtp.tachikawa.spmode.ne.jp	1.79.23.138	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-pmc&source=android-launcher-search&v=133247963&qsubts=1352540225180&q=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.3; ja-jp; P-07C Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
20	34	secgwf.plala.or.jp	60.43.59.132		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
21	27	s823138.xgsspn.imtp.tachikawa.spmode.ne.jp	1.79.23.138	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-pmc&source=android-launcher-search&v=133247963&qsubts=1352550409705&q=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.3; ja-jp; P-07C Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
21	43	p2019-ipbf1105funabasi.chiba.ocn.ne.jp	122.26.113.19	http://search.yahoo.co.jp/search?p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=-1&oq=	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; GTB7.4; .NET CLR 1.0.3705; .NET CLR 1.1.4322; YTB730)
21	47	wtp-g4-maya9.sjdc	150.70.75.163		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
23	48	ns02.ninjal.ac.jp	202.245.103.10		Java/1.6.0_24
